,Name,Street,City,State,ZIP,Phone
1854,"Vocero Hispano Newspaper, Inc.",44 Hamilton Street,Southbridge,MA,01550,(508) 792-1942
1855,Voltage Fashion Boutique,834 Main Street,Worcester,MA,01610,(508) 667-2085
1856,"Votacall, Inc.",1504 Providence Highway,Norwood,MA,02062,(781) 693-0624
1857,W R T Management,1 Main Street,Whitinsville,MA,01588,(508) 234-6301
1858,"W.J. Hoey Tire Company, Inc.",P.O. Box 60157,Worcester,MA,01606,(508) 755-6666
1859,Wachusett Area Rotary Club,42 West Boylston St.,West Boylston,MA,01583,(508) 304-4764
1860,Wachusett Botox LLC,206 Worcester Rd,Princeton,MA,01541-1706,(978) 464-0058
1861,Wachusett Country Club (Hol),187 Prospect Street,West Boylston,MA,01583,(508) 835-4484
1862,Wachusett Regional High School,1401 Main Street,Holden,MA,01520,(508) 829-6771
1863,Wagner Family Dealerships,760 Boston Turnpike,Shrewsbury,MA,01545,(508) 581-5619
1864,Wake the Way LLC,6 Cutting Avenue,Worcester,MA,01606,774-462-0772
1865,Washburn House,1183 Main Street,Worcester,MA,01603,
1866,Washington Mills Electro Minerals Cor...,20 North Main Street,North Grafton,MA,01536-0428,(508) 839-6511
1867,Waterfront Mary's LLC,103 Birch Island Road,Webster,MA,01570,(508) 943-2222
1868,Waters Corporation,34 Maple Street,Milford,MA,01757,(508) 478-2000
1869,Wattson Home Solutions,100 Lamartine Street,Worcester,MA,01608,(508) 796-5525
1870,Wattson Home Solutions (WDO),311 Main Street,Worcester,MA,01608,(508) 796-5525
1871,Wayside Youth & Family Support Networ...,1 Frederick Abbott Way,Framingham,MA,01519,(508) 469-3231
1872,WAZOBIA DINER,65 Gage street,Worcester,MA,01605,(774) 420-8732
1873,WCCA TV ,415 Main Street,Worcester ,MA,01608,(508) 755-1880
1874,WCOC,,Worcester,MA,01608,
1875,WCRN AM 830 (BV),276 Turnpike Road,Westborough,MA,01581,(508) 792-5803
1876,Webco Chemical Corp.,420 West Main Street,Dudley,MA,01571,(508) 943-2337
1877,Webster Dudley Oxford Chamber of Comm...,505 South Main Street,Webster,MA,01570,(508) 943-9700
1878,Webster Fire-Rescue,55 Thompson Road,Webster,MA,01570,(508) 949-3875
1879,Webster First Federal Credit Union (A...,547 Southbridge Street,AUBURN,MA,01501,(508) 671-5180
1880,Webster First Federal Credit Union (B...,1298 Providence Road,Whitinsville,MA,01588,(508) 671-5166
1881,Webster First Federal Credit Union (C...,29 Trolley Crossing Road,Charlton,MA,01507,(508) 671-5176
1882,Webster First Federal Credit Union (W...,149 West Boylston Street,West Boylston,MA,01583,(508) 835-1675
1883,Webster First Federal Credit Union (W...,1 North Main Street,Webster,MA,01570,(508) 943-1433
1884,Webster First Federal Credit Union (W...,16 Airport Road,Dudley,MA,01571,(508) 949-1990
1885,Webster First Federal Credit Union (W...,271 Greenwood Street,Worcester,MA,01607,1-800-962-4452
1886,Webster Five (Aub),35 Millbury Street,Auburn,MA,01501,(508) 832-5971
1887,Webster Five (Wach),136 Thompson Road,Webster,MA,01570,(800) 696-9401
1888,Webster Five (WDO),136 Thompson Road,Webster,MA,01570,(508) 943-9401
1889,Webster Five (WDO),208 West Main Street,Dudley,MA,01571,(508) 943-9091
1890,Webster Five (WDO),343 Main Street,Oxford,MA,01540,(508) 987-6433
1891,Webster Five (Wor),35 Millbury Street,Auburn,MA,01501,(508) 943-9401
1892,Webster Police Department,357 Main Street,Webster,MA,01570,(508) 949-3827
1893,Webster Public Schools,P.O. Box 430,Webster,MA,01570,(508) 943-0104
1894,Webster Square Medical Center,255 Park Avenue - Suite 400,Worcester,MA,01609-1989,(508) 755-9776
1895,Webster Square Vision Inc,120 Stafford Street,Worcester,MA,01603,(508) 754-3121
1896,WeCare 365,528 Pleasant Street,Brockton,Massachusetts,02301,(508) 584-2131
1897,Wegmans ,P.O. Box 30844,Rochester,NY,14603-0844,
1898,Well Rested Massage,118 Elm Street,Millbury,MA,01527,(774) 708-2055
1899,WELLhood Publishing,11 Brooks Road,Paxton,MA,01612,(508) 450-0269
1900,WellnessWave Radio,14 Brookline St,Worcester,MA,01603,(508) 864-9299
1901,Wellpoint,500 Unicorn Park Drive,Woburn,MA,01801,(978) 474-5108
1902,Wells Fargo Advisors,100 Front Street,Worcester,MA,01608-1412,(508) 752-6773
1903,Wells Healthcare,435 Shrewsbury St,Worcester,MA,01604,(508) 556-1040
1904,Wellspring Staffing Solutions,101 Pleasant Street Suite 114,Worcester,MA,01609,(508) 723-6917
1905,West End Creamery & Family Farm,481 Purgatory Road,Whitinsville,MA,01588,(508) 234-2022
1906,West Side Steak & BBQ,2A Richmond Avenue,Worcester,MA,01602,(508) 756-6317
1907,West Street Tavern,263 West Street,Berlin,MA,01503,(978) 415-0044
1908,Western New England University ,1215 Wilbraham Rd.,Springfield,MA,01119,(413) 782-1406
1909,Westfield Bank,141 Elm Street,Westfield,MA,01085,(413) 594-6698
1910,Westview Farm Creamery,111 East Hill Road,Monson,MA,01057-9638,(413) 267-5355
1911,WFPB Health Coaching by Mike Scott,311 Princeton Street,Jefferson,MA,01522,(774) 772-4834
1912,WGC Pest Control,33 Waldo Street Suite 3L,Worcester,MA,01608,(774) 696-4876
1913,Wheat Community Connections,P. O. Box 847,Clinton,MA,01510,(508) 370-4943
1914,White Eagle Association of Worcester,118 GREEN STREET,Worcester,MA,01604,(508) 753-9612
1915,Whitin Community Center,60 Main Street,Whitinsville,MA,01588,(508) 234-8184
1916,Whitinsville Christian School,279 Linwood Avenue,Whitinsville,MA,01588,(508) 372-3278
1917,"Whitinsville Family Dentistry, PC",12 Prospect Street,Whitinsville,MA,01588-1458,(508) 234-8107
1918,Whitinsville Golf Club Inc.,179 Fletcher Street,Whitinsville,MA,01588,(508) 234-6210
1919,Whitinsville Water Company,P.O. Box 188,Whitinsville,MA,01588,(508) 234-7358
1920,Whitney Bros. Oil Corp.,969 Main St.,CLINTON,MA,01510,(978) 365-2644
1921,"Whittier Farms, Inc.",90 Douglas Road,Sutton,MA,01590,(508) 865-1096
1922,"Wicked Fruitful, LLC",11 Prospect St,Upton,MA,01568,(508) 808-5634
1923,Wicked Modern Websites,178 Eleanor Road,Raynham,MA,02767,(508) 535-5105
1924,"Wickstrom Morse, LLP",60 Church Street,Whitinsville,MA,01588,(508) 234-4551
1925,WICN Public Radio,50 Portland Street,Worcester,MA,01608,508 752 0700
1926,Wiersma Insurance Agency,"781 Main Street, Suite 2",Whitinsville,MA,01588-1712,(508) 234-6800
1927,"Wilcox & Barton, Inc.",1B Commons Drive,Londonderry,NH,03053,(603) 369-4190
1928,Wilkinsonville Water District,13A Providence Road,Sutton,MA,01590,(508) 865-0060
1929,Willard House & Clock Museum,11 Willard Street,North Grafton,MA,01536,(508) 839-3500
1930,William F Riley Electrician Inc,59 Darrow St,Worcester,MA,01606,(774) 261-3924
1931,William J. Funk Procurement Consultin...,"74 East Main Street, Unit 2",Gloucester,MA,01930-3881,(857) 919-1039
1932,William Stark Photography,24 Hyde Park Circle,Uxbridge,MA,01569,(508) 868-0789
1933,Wilson Language Training Corp.,47 Old Webster Road,Oxford,MA,01540,(508) 368-6627
1934,Win Waste Innovations,331A SW Cutoff,Millbury,MA,01527,1-978-569-7005
1935,Windover Construction,66 Cherry Hill Drive,Beverly,MA,01915,(617) 828-7120
1936,Window Designs Etc by Marie Mouradian,800 Main St Suite 207,Holden,MA,01520,(508) 868-2270
1937,"Wingspan Properties, LLC",1 Blackwell Lane,Worcester,MA,01609,(774) 314-0108
1938,WinnCompanies,"One Washington Mall, Suite 500",Boston,MA,02108,(617) 239-4402
1939,"Wirefab, Inc.",75 Blackstone River Road,Worcester,MA,01607,(508) 754-5359
1940,Wise Construction ,21 East Street,Winchester ,MA,01890,(781) 307-5270
1941,Wise Pro Cleaning,57 Vale St,Worcester,MA,01604,(774) 381-1853
1942,Withum,500 Unicorn Park Drive,Woburn,MA,01801,(617) 227-3333
1943,"Wong Dynasty and Yankee Grill, Inc.",176 Reservoir Street,Holden,MA,01520,(508) 829-2188
1944,Woo Juice,145 Front Street,Worcester,MA,01608,(508) 667-3883
1945,Wood Partners ,91 Hartwell Ave,Lexington,MA,02421,(978) 369-8111
1946,Worc. Educational Development Foundat...,210 Park Avenue,Worcester,MA,01609,(774) 389-0740
1947,Worcester Academy,81 Providence Street,Worcester,MA,01604,(508) 754-5302
1948,Worcester Advisors,"446 Main Street, 19th Floor",Worcester,MA,01608,(508) 753-7300
1949,Worcester Animal Rescue League ,139 Holden Street,Worcester ,MA,01606,(508) 853-0030
1950,Worcester Area Mission Society,6 Institute Road,Worcester,MA ,01609,(508) 755-2329
1951,Worcester Art Museum (Wor),55 Salisbury Street,Worcester,MA,01609,(508) 799-4406
1952,Worcester Bravehearts,1331 Grafton St,Worcester,MA,01604,(508) 438-3773
1953,Worcester Business Development Corp.,"89 Shrewsbury Street, Suite 300",Worcester,MA,01604,(508) 755-5734
1954,Worcester Business Journal (Wor),172 Shrewsbury Street,Worcester,MA,01604,(508) 755-8004
1955,Worcester Center For Crafts,25 Sagamore Road,Worcester,MA,01605,(508) 753-8183
1956,"Worcester Community Action Council, I...",18 Chestnut Street,Worcester,MA,01608,(508) 754-1176
1957,Worcester Community Housing Resources,"11 Pleasant Street, Suite 300",Worcester,MA,01609,(508) 799-0322
1958,Worcester Community Midwifery,70 James Street,Worcester,MA,01603,(508) 578-2010
1959,Worcester Country Club (Wor),2 Rice Street,Worcester,MA,01606,(508) 853-8064
1960,"Worcester County Airfreight, Inc.",P.O. Box 374,Auburn,MA,01501,(508) 755-8572
1961,Worcester County Civil Process,P.O. Box 1066,Worcester,MA,01613,(508) 752-1100
1962,Worcester County Memorial Park (Aub),217 Richards Avenue,Paxton,MA,01612,(508) 791-0350
1963,Worcester County Memorial Park (WACH),217 Richards Avenue,Paxton,MA,01612,(508) 791-0350
1964,Worcester County St Patrick's Parade ...,40 Chatanika Ave,Worcester,MA,01602-1110,(508) 847-7100
1965,Worcester Credit Union,520 W. Boylston Street,Worcester,MA,01606,(508) 853-9966
1966,Worcester District Medical Society,321 Main Street,Worcester,MA,01608,(508) 753-1579
1967,Worcester Education Collaborative,18 Chestnut Street,Worcester,MA,01608,(508) 615-6998
1968,Worcester Envelope Company,22 Millbury Street,Auburn,MA,01501,(774) 221-1325
1969,Worcester Fitness (Wor),440 Grove Street,Worcester,MA,01605,(508) 852-8209
1970,"Worcester Funeral, Inc. DBA Dirsa Mor...",298 Grafton Street,Worcester,MA,01604,(508) 753-4211
1971,Worcester Hibernian Cultural Centre,19 Temple Street,Worcester,MA,01604,(508) 792-3700
1972,Worcester Housing Authority,630A Plantation Street,Worcester,MA,01605,508-635-3000
1973,Worcester Ice Center,112 Harding Street,Worcester,MA,01604,(774) 530-6217
1974,Worcester Interactive,27 W Mountain Street,Worcester,MA,01606,(978) 804-4707
1975,Worcester Irish Cultural Festival,351 Spring Street,Shrewsbury,MA,01545,(617) 308-6198
1976,Worcester JCC,633 Salisbury Street,Worcester,MA,01609,(508) 756-7109
1977,Worcester Latino Dollars for Scholars...,444 Massasoit Rd.,Worcester,MA,01604,(508) 414-2079
1978,Worcester Majors Llc,36 honeysuckle rd,Worcester,MA,01607,(774) 232-7445
1979,Worcester Multi Inc.,12 Old Tavern Lane,Sutton,MA,01590,(508) 868-0927
1980,Worcester Physicians and Nurses Servi...,111 Elm Street,Worcester,MA,01609,(508) 556-1072
1981,Worcester Polytechnic Institute (WPI),100 Institute Road,Worcester,MA,01609-2280,(508) 831-5200
1982,Worcester Railers HC,105 Commercial Street,Worcester,MA,01608,(508) 365-1750
1983,Worcester Red Sox,P.O. Box 3180,Worcester,MA,01613,(508) 500-8888
1984,Worcester Regional Airport ,375 Airport Drive,Worcester,MA,01602,(508) 849-5550
1985,Worcester Regional Transit Authority,60 Foster Street,Worcester,MA,01608,(508) 791-2389
1986,Worcester Restaurant Group,118 Highland Street,Worcester,MA,01609,(508) 798-3474
1987,Worcester RISE for Health,51 Gage Street,Worcester,MA,01605,(617) 529-4978
1988,Worcester School Committee,455 Main Street,Worcester,MA,01608,
1989,Worcester State University,486 Chandler Street,Worcester,MA,01602-2597,(508) 929-8000
1990,Worcester Symphony Orchestra,Worcester Symphony Orchestra,Leominster,MA,01453,(508) 573-8841
1991,Worcester Telegram & Gazette (CMS),100 Front Street,Worcester,MA,01615-0012,(508) 793-9296
1992,Worcester Wares,DCU Center,Worcester,MA,01608,(508) 929-0561
1993,Worcester Youth Center,326 Chandler Street,Worcester,MA,01602-3440,(508) 791-4702
1994,WorcLab,44 Portland Street,Worcester,MA,01608,(508) 344-1608
1995,Work of Art Cookies,264 Cedar Street,Fiskdale,MA,01518,(617) 967-1169
1996,Workbar,526 Main St.,Worcester,MA,01608,(857) 444-6226
1997,Workers Credit Union,119 Russell St.,LITTLETON,MA,01460,(978) 345-1021
1998,Workplace Resource,162 Prescott Street,Worcester,MA,01605,508.770.1900 x 123
1999,World Financial Group / Get Quote IB,255 Park Ave,Worcester,MA,01609,(508) 981-3318
2000,Wormtown Brewery,72 Shrewsbury Street,Worcester,MA,01604,(774) 239-1555
2001,worX printing cooperative,41 Jackson Street,Worcester,MA,01608,(508) 659-2419
2002,WOW Dancewear,771 Southbridge St,Auburn,MA,01501,(508) 832-7600
2003,WPKZ Radio - The K-Zone,762 Water Street,Fitchburg,MA,01420,(978) 343-3766
2004,Wright Photo Studios,44 Portland Street,Worcester,MA,01608,(774) 230-7725
2005,WS Development,33 Boylston Street,Chestnut Hill,MA,02467,(617) 646-3110
2006,WuXi Biologics,1 Reactory Drive,Worcester,MA,01604,
2007,Xceedance ,1 Mercantile Street,Worcester ,MA,01608,(833) 899-1041
2008,Xerox Business Solutions,2 Hampshire Street,Foxborough,MA,02035,(978) 257-1920
2009,X-Golf Worcester,"287 Grove Street, Worcester, MA, USA",Worcester,MA,01605,(774) 389-4653
2010,Yankee Spirits,"376 Main Street, Rt. 20",Sturbridge,MA,01566,(508) 347-2231
2011,Yatco Energy and Food Mart,313 Boston Post Road West,Marlboro,MA,01752,508-786-5670
2012,Yellow Iris Farm,44 Emil Drive,Thompson,CT,06277,(508) 868-3892
2013,YMCA for Central MA,43 Everett Street,Southbridge,MA,01550,(508) 765-5466
2014,YMCA of Central MA,766 Main Street,Worcester,MA,01610,(508) 755-6101
2015,"YOU, Inc.",81 Plantation Street,Worcester,MA,01604,(508) 849-5600
2016,"YOU, Inc.",328 Main Street,Southbridge,MA,01550,(508) 765-9102
2017,YOUR RIDE INC ,716 West Boyston st,Worcester ,MA,01606,(508) 459-3272
2018,Youth Villages,400 Donald J Lynch Blvd.,Marlborough ,MA,01752,(603) 413-2866
2019,Yummy Tummy Bakery and Sweets,24 Sampson street,South Grafton,MA,01560,(774) 303-2096
2020,Yurogen Biosystems LLC,1 Innovation Drive,WORCESTER,MA,01605,(508) 753-4822
2021,"YWCA of Central Mass., Inc.",One Salem Square,Worcester,MA,01608,(508) 791-3181
2022,"Zawada Insurance Agency, Inc",131 Millbury Street,Worcester,MA,01610,(508) 831-0133
2023,ZDS Architecture & Interior Design,2 Charles Street,Providence,RI,02904,(401) 680-6699
2024,Zemaitis-Baker Insurance,"108 Shrewsbury Street, #201",Worcester,MA,01604,(508) 752-7777
2025,ZenBusiness,"5511 Parkcrest Drive, Suite 103",Austin,TX,78731,(844) 493-6249
2026,Zorba's,132 Sturbridge Road,Charlton,MA,01507,(508) 248-0433
2027,"Zukas Hilltop Barn, Inc.",89 Smithville Road,Spencer,MA,01562-1338,(508) 885-5320
